hmdb_id;name;ccl;icl;inchi;gutper
HMDB0013425;PC(O-18:1(11Z)/18:2(9Z,12Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15-18,21,23,43H,6-14,19-20,22,24-42H2,1-5H3/b17-15-,18-16-,23-21-/t43-/m1/s1;1
HMDB0011276;PC(P-18:1(11Z)/18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,21,23,36,39,43H,6-15,17,19-20,22,24-35,37-38,40-42H2,1-5H3/b18-16-,23-21-,39-36-/t43-/m1/s1;1
HMDB0011275;PC(P-18:1(11Z)/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16-19,36,39,43H,6-15,20-35,37-38,40-42H2,1-5H3/b18-16-,19-17-,39-36-/t43-/m1/s1;1
HMDB0011308;PC(P-18:1(9Z)/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19-20,22,36,39,43H,6-16,18,21,23-35,37-38,40-42H2,1-5H3/b19-17-,22-20-,39-36-/t43-/m1/s1;1
HMDB0011309;PC(P-18:1(9Z)/18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,36,39,43H,6-19,24-35,37-38,40-42H2,1-5H3/b22-20-,23-21-,39-36-/t43-/m1/s1;1
HMDB0008160;PC(18:2(9Z,12Z)/P-18:0);Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,36,39,43H,6-14,16,18-20,22,24-35,37-38,40-42H2,1-5H3/b17-15-,23-21-,39-36-;1
HMDB0008128;PC(18:1(9Z)/P-18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,21,23,36,39,43H,6-15,17,19-20,22,24-35,37-38,40-42H2,1-5H3/b18-16-,23-21-,39-36-;1
HMDB0008095;PC(18:1(11Z)/P-18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16-19,36,39,43H,6-15,20-35,37-38,40-42H2,1-5H3/b18-16-,19-17-,39-36-;1
HMDB0008096;PC(18:1(11Z)/P-18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19-20,22,36,39,43H,6-16,18,21,23-35,37-38,40-42H2,1-5H3/b19-17-,22-20-,39-36-;1
HMDB0008129;PC(18:1(9Z)/P-18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,36,39,43H,6-19,24-35,37-38,40-42H2,1-5H3/b22-20-,23-21-,39-36-;1
HMDB0008559;PC(22:1(13Z)/14:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h13,15,19-20,42H,6-12,14,16-18,21-41H2,1-5H3/b15-13-,20-19-/t42-/m1/s1;1
HMDB0008590;PC(22:2(13Z,16Z)/14:0);Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h14,16,19-20,42H,6-13,15,17-18,21-41H2,1-5H3/b16-14-,20-19-/t42-/m1/s1;1
HMDB0007920;PC(14:1(9Z)/22:1(13Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h13,15,19-20,42H,6-12,14,16-18,21-41H2,1-5H3/b15-13-,20-19-/t42-/m1/s1;1
HMDB0007888;PC(14:0/22:2(13Z,16Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h14,16,19-20,42H,6-13,15,17-18,21-41H2,1-5H3/b16-14-,20-19-/t42-/m1/s1;1
HMDB0008331;PC(20:2(11Z,14Z)/16:0);Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h14,16,20-21,42H,6-13,15,17-19,22-41H2,1-5H3/b16-14-,21-20-/t42-/m1/s1;1
HMDB0008299;PC(20:1(11Z)/16:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h17,19-21,42H,6-16,18,22-41H2,1-5H3/b19-17-,21-20-/t42-/m1/s1;1
HMDB0007979;PC(16:0/20:2(11Z,14Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h14,16,20-21,42H,6-13,15,17-19,22-41H2,1-5H3/b16-14-,21-20-/t42-/m1/s1;1
HMDB0008011;PC(16:1(9Z)/20:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h17,19-21,42H,6-16,18,22-41H2,1-5H3/b19-17-,21-20-/t42-/m1/s1;1
HMDB0008135;PC(18:2(9Z,12Z)/18:0);Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h14,16,20,22,42H,6-13,15,17-19,21,23-41H2,1-5H3/b16-14-,22-20-/t42-/m1/s1;1
HMDB0008039;PC(18:0/18:2(9Z,12Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,42H,6-14,16,18-20,22,24-41H2,1-5H3/b17-15-,23-21-/t42-/m1/s1;1
HMDB0008071;PC(18:1(11Z)/18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,21,23,42H,6-15,17,19-20,22,24-41H2,1-5H3/b18-16-,23-21-/t42-/m1/s1;1
HMDB0008070;PC(18:1(11Z)/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16-19,42H,6-15,20-41H2,1-5H3/b18-16-,19-17-/t42-/m1/s1;1
HMDB0008103;PC(18:1(9Z)/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19-20,22,42H,6-16,18,21,23-41H2,1-5H3/b19-17-,22-20-/t42-/m1/s1;1
HMDB0000593;PC(18:1(9Z)/18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,42H,6-19,24-41H2,1-5H3/b22-20-,23-21-/t42-/m1/s1;1
HMDB0004973;GlcCer(d18:1/20:0);Sphingolipids;Neutral;InChI=1S/C44H85NO8/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-40(48)45-37(36-52-44-43(51)42(50)41(49)39(35-46)53-44)38(47)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h31,33,37-39,41-44,46-47,49-51H,3-30,32,34-36H2,1-2H3,(H,45,48)/b33-31+/t37-,38+,39+,41+,42-,43+,44+/m0/s1;1
HMDB0011299;PC(P-18:1(11Z)/P-18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-48-42-44(43-51-52(46,47)50-41-38-45(3,4)5)49-40-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,36-37,39-40,44H,6-15,17,19-35,38,41-43H2,1-5H3/b18-16-,39-36-,40-37-/t44-/m1/s1;1
HMDB0011267;PC(P-18:0/P-18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-48-42-44(43-51-52(46,47)50-41-38-45(3,4)5)49-40-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,36-37,39-40,44H,6-16,18,20-35,38,41-43H2,1-5H3/b19-17-,39-36-,40-37-/t44-/m1/s1;1
HMDB0011332;PC(P-18:1(9Z)/P-18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-48-42-44(43-51-52(46,47)50-41-38-45(3,4)5)49-40-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20,22,36-37,39-40,44H,6-19,21,23-35,38,41-43H2,1-5H3/b22-20-,39-36-,40-37-/t44-/m1/s1;1
HMDB0011268;PC(P-18:0/P-18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-48-42-44(43-51-52(46,47)50-41-38-45(3,4)5)49-40-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,36-37,39-40,44H,6-20,22,24-35,38,41-43H2,1-5H3/b23-21-,39-36-,40-37-/t44-/m1/s1;1
HMDB0008324;PC(20:1(11Z)/P-16:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)50-41-43(42-52-53(47,48)51-40-38-45(3,4)5)49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h20,22,36,39,43H,6-19,21,23-35,37-38,40-42H2,1-5H3/b22-20-,39-36-;1
HMDB0011216;PC(P-16:0/20:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h20,22,36,39,43H,6-19,21,23-35,37-38,40-42H2,1-5H3/b22-20-,39-36-/t43-/m1/s1;1
HMDB0013418;PC(O-18:0/18:2(9Z,12Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,43H,6-14,16,18-20,22,24-42H2,1-5H3/b17-15-,23-21-/t43-/m1/s1;1
HMDB0011274;PC(P-18:1(11Z)/18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,36,39,43H,6-15,17,19-35,37-38,40-42H2,1-5H3/b18-16-,39-36-/t43-/m1/s1;1
HMDB0011242;PC(P-18:0/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,36,39,43H,6-16,18,20-35,37-38,40-42H2,1-5H3/b19-17-,39-36-/t43-/m1/s1;1
HMDB0013428;PC(O-18:1(9Z)/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19-20,22,43H,6-16,18,21,23-42H2,1-5H3/b19-17-,22-20-/t43-/m1/s1;1
HMDB0011307;PC(P-18:1(9Z)/18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20,22,36,39,43H,6-19,21,23-35,37-38,40-42H2,1-5H3/b22-20-,39-36-/t43-/m1/s1;1
HMDB0011243;PC(P-18:0/18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,36,39,43H,6-20,22,24-35,37-38,40-42H2,1-5H3/b23-21-,39-36-/t43-/m1/s1;1
HMDB0008062;PC(18:0/P-18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,36,39,43H,6-15,17,19-35,37-38,40-42H2,1-5H3/b18-16-,39-36-;1
HMDB0008094;PC(18:1(11Z)/P-18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,36,39,43H,6-16,18,20-35,37-38,40-42H2,1-5H3/b19-17-,39-36-;1
HMDB0008063;PC(18:0/P-18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20,22,36,39,43H,6-19,21,23-35,37-38,40-42H2,1-5H3/b22-20-,39-36-;1
HMDB0008127;PC(18:1(9Z)/P-18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,36,39,43H,6-20,22,24-35,37-38,40-42H2,1-5H3/b23-21-,39-36-;1
HMDB0008526;PC(22:0/14:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h13,15,42H,6-12,14,16-41H2,1-5H3/b15-13-/t42-/m1/s1;1
HMDB0008558;PC(22:1(13Z)/14:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h19-20,42H,6-18,21-41H2,1-5H3/b20-19-/t42-/m1/s1;1
HMDB0007919;PC(14:1(9Z)/22:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h13,15,42H,6-12,14,16-41H2,1-5H3/b15-13-/t42-/m1/s1;1
HMDB0007887;PC(14:0/22:1(13Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h19-20,42H,6-18,21-41H2,1-5H3/b20-19-/t42-/m1/s1;1
HMDB0008266;PC(20:0/16:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h17,19,42H,6-16,18,20-41H2,1-5H3/b19-17-/t42-/m1/s1;1
HMDB0008298;PC(20:1(11Z)/16:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h20-21,42H,6-19,22-41H2,1-5H3/b21-20-/t42-/m1/s1;1
HMDB0008010;PC(16:1(9Z)/20:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h17,19,42H,6-16,18,20-41H2,1-5H3/b19-17-/t42-/m1/s1;1
HMDB0007978;PC(16:0/20:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h20-21,42H,6-19,22-41H2,1-5H3/b21-20-/t42-/m1/s1;1
HMDB0008069;PC(18:1(11Z)/18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h16,18,42H,6-15,17,19-41H2,1-5H3/b18-16-/t42-/m1/s1;1
HMDB0008037;PC(18:0/18:1(11Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h17,19,42H,6-16,18,20-41H2,1-5H3/b19-17-/t42-/m1/s1;1
HMDB0008102;PC(18:1(9Z)/18:0);Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20,22,42H,6-19,21,23-41H2,1-5H3/b22-20-/t42-/m1/s1;1
HMDB0008038;PC(18:0/18:1(9Z));Glycerophospholipids;Acid;InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,42H,6-20,22,24-41H2,1-5H3/b23-21-/t42-/m1/s1;1
HMDB0004955;Cer(d18:1/26:0);Sphingolipids;Neutral;InChI=1S/C44H87NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-16-14-12-10-8-6-4-2/h37,39,42-43,46-47H,3-36,38,40-41H2,1-2H3,(H,45,48)/b39-37+/t42-,43+/m0/s1;1
HMDB0008291;PC(20:0/P-16:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)50-41-43(42-52-53(47,48)51-40-38-45(3,4)5)49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h36,39,43H,6-35,37-38,40-42H2,1-5H3/b39-36-;1
HMDB0013414;PC(O-16:1(9Z)/20:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h17,19,43H,6-16,18,20-42H2,1-5H3/b19-17-/t43-/m1/s1;1
HMDB0011215;PC(P-16:0/20:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h36,39,43H,6-35,37-38,40-42H2,1-5H3/b39-36-/t43-/m1/s1;1
HMDB0013427;PC(O-18:1(9Z)/18:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20,22,43H,6-19,21,23-42H2,1-5H3/b22-20-/t43-/m1/s1;1
HMDB0011241;PC(P-18:0/18:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-41-43(42-51-53(47,48)50-40-38-45(3,4)5)52-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h36,39,43H,6-35,37-38,40-42H2,1-5H3/b39-36-/t43-/m1/s1;1
HMDB0008061;PC(18:0/P-18:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-39-49-43(42-52-53(47,48)51-40-38-45(3,4)5)41-50-44(46)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h36,39,43H,6-35,37-38,40-42H2,1-5H3/b39-36-;1
HMDB0008525;PC(22:0/14:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3/t42-/m1/s1;1
HMDB0007886;PC(14:0/22:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3/t42-/m1/s1;1
HMDB0008265;PC(20:0/16:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3/t42-/m1/s1;1
HMDB0007977;PC(16:0/20:0);Glycerophospholipids;Acid;InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3/t42-/m1/s1;1
